SFD_EBV,common_aperture_arcsec,field_id,full_stellar,galaxy_id,logMstar,logMstar_method_sd,n_optical_profile_rows,reason,response_products_used,selected_size_pix,spatial_shard,stage1_R50_arcsec,stage1_Rd_arcsec,status,team_release
0.0316,13.043717454748347,NGC4808,True,WALLABY J125636+030211,9.828776083396189,0.1648110444870041,42,,False,1536,5,2.638838283515004,1.5722840981106112,pass,NGC 4808 TR1
0.0307,13.043717454748347,NGC4808,True,WALLABY J125646+034002,7.650132378503595,0.18392588203052823,42,,False,2048,16,5.982155756860226,3.564314049742981,pass,NGC 4808 TR1
0.034,23.107741137851445,NGC4808,True,WALLABY J125647+055350,9.637504563934336,0.1772168143144082,48,,False,1792,9,4.866446963372876,2.8995475859998225,pass,NGC 4808 TR1
0.0341,33.83204379992831,NGC4808,True,WALLABY J125647+055512,10.296756211919284,0.15905152077245946,52,,False,1792,9,2.8325425186845647,1.6876977976148106,pass,NGC 4808 TR1
0.0365,17.361187932270052,NGC4808,True,WALLABY J125652+045727,8.893475219813903,0.15353162696796868,45,,False,1024,23,5.524024248836708,3.2913481429617084,pass,NGC 4808 TR1
0.0341,19.09730672549706,NGC4808,True,WALLABY J125716+060334,10.401460029824223,0.1509010469556398,46,,False,1024,2,6.346135675583301,3.7811821472747447,pass,NGC 4808 TR1
0.0367,6.08499045801062,NGC4808,True,WALLABY J125718+045929,5.983428583969605,0.17670481345069616,34,,False,1280,10,3.177542789460662,1.8932573587951078,pass,NGC 4808 TR1
,,NGC4808,False,WALLABY J125734+035519,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,21,,,frame_nonconverged_after_registered_ladder,NGC 4808 TR1
0.0233,65.92908228086931,NGC4808,True,WALLABY J125814+033205,10.831619386218781,0.13930824310626092,59,,False,1792,4,7.218522385756629,4.300971389524745,pass,NGC 4808 TR1
0.0321,2.8386929571677584,NGC4808,True,WALLABY J125814+061724,7.478958961089606,0.15560668053046,26,,False,1280,22,1.3546237369366263,0.8071178040026034,pass,NGC 4808 TR1
0.0344,9.799937982530686,NGC4808,True,WALLABY J125834+054735,9.228576153502424,0.15517561080289122,39,,False,2048,3,3.2715822906364482,1.949288383210895,pass,NGC 4808 TR1
0.0401,21.007037398046766,NGC4808,True,WALLABY J125851+052229,9.952728125298872,0.14181989399467954,47,,False,1536,21,5.582574160720466,3.32623360599887,pass,NGC 4808 TR1
,,NGC4808,False,WALLABY J125909+063848,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,7,,,frame_nonconverged_after_registered_ladder,NGC 4808 TR1
0.0336,87.75160851583708,NGC4808,True,WALLABY J125937+070246,10.836940369793894,0.11273976509644966,62,,False,1280,6,14.909481806824454,8.883432267290837,pass,NGC 4808 TR1
,,NGC4808,False,WALLABY J125938+062651,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,16,,,frame_nonconverged_after_registered_ladder,NGC 4808 TR1
0.038,13.043717454748347,NGC4808,True,WALLABY J125939+045140,9.457503484285516,0.1544569377087303,42,,False,1024,12,5.02368260561687,2.9932324099243632,pass,NGC 4808 TR1
,,NGC4808,False,WALLABY J130011+065105,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,11,,,frame_nonconverged_after_registered_ladder,NGC 4808 TR1
0.0358,2.1327520339352053,NGC4808,True,WALLABY J130012+054417,10.27123314277696,0.21839221873369324,23,,False,1536,15,1.5779374672412843,0.9401735616218554,pass,NGC 4808 TR1
0.0281,11.857924958862132,NGC4808,True,WALLABY J130031+083118,8.90405827178797,0.1813538471069295,41,,False,1024,8,4.48379065981733,2.671551643663877,pass,NGC 4808 TR1
0.0336,6.693489503811683,NGC4808,True,WALLABY J130034+052831,9.374253329217982,0.2247546234086969,35,,False,1280,15,2.6542803717373182,1.5814848702478204,pass,NGC 4808 TR1
0.0329,15.7828981202455,NGC4808,True,WALLABY J130043+071159,9.754760212397185,0.15658235436103568,44,,False,1280,17,5.036198698435534,3.0006898027597626,pass,NGC 4808 TR1
0.032,30.75640345448028,NGC4808,True,WALLABY J130055+070243,10.889962990237853,0.14504462846528396,51,,False,1280,16,3.9055446506846523,2.327018592648641,pass,NGC 4808 TR1
0.0232,27.960366776800253,NGC4808,True,WALLABY J130100+025004,9.46739323785141,0.15271939393834635,50,,False,1536,20,9.26729033788223,5.521677217528323,pass,NGC 4808 TR1
0.0375,19.09730672549706,NGC4808,True,WALLABY J130116+045403,9.981256151791234,0.15133403187764424,46,,False,1280,6,6.173062592029849,3.6780609902178636,pass,NGC 4808 TR1
,,NGC4808,False,WALLABY J130122+042728,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,23,,,frame_nonconverged_after_registered_ladder,NGC 4808 TR1
0.028,19.09730672549706,NGC4808,True,WALLABY J130125+042810,8.982051867121262,0.17760195245870664,46,,False,2304,23,7.736657714133816,4.6096890334084115,pass,NGC 4808 TR1
0.0329,14.348089200223182,NGC4808,True,WALLABY J130139+072923,10.308955739150447,0.13851629826938017,43,,False,1024,0,3.418058463807661,2.0365624534970155,pass,NGC 4808 TR1
0.0292,11.857924958862132,NGC4808,True,WALLABY J130143+040835,9.433206667014602,0.16277978268918736,41,,False,1024,16,3.8998470907954963,2.3236238477460396,pass,NGC 4808 TR1
0.0371,11.857924958862132,NGC4808,True,WALLABY J130147+053426,9.573346809074598,0.17196547949296329,41,,False,2304,13,4.686590795836421,2.79238490235556,pass,NGC 4808 TR1
0.0379,40.93677299791326,NGC4808,True,WALLABY J130148+045931,10.780644627686971,0.13860785276469006,54,,False,1792,6,10.202764887413869,6.079055730491457,pass,NGC 4808 TR1
0.0304,79.77418955985188,NGC4808,True,WALLABY J130158+030601,9.565627300756839,0.12669290628000282,61,,False,1280,13,19.164568458694227,11.418716494676696,pass,NGC 4808 TR1
,,NGC4808,False,WALLABY J130209+060100,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,12,,,frame_nonconverged_after_registered_ladder,NGC 4808 TR1
0.0413,10.779931780783755,NGC4808,True,WALLABY J130216+060128,9.97175924172831,0.1464286151494932,40,,False,1024,15,4.01010825121879,2.389320131696356,pass,NGC 4808 TR1
0.0343,21.007037398046766,NGC4808,True,WALLABY J130216+063321,8.23918161003316,0.13960748342120208,47,,False,1024,11,6.62744748455475,3.948794572264798,pass,NGC 4808 TR1
0.0354,27.960366776800253,NGC4808,True,WALLABY J130228+063639,10.929879303250551,0.14189037277421854,50,,False,1024,15,4.283943030162566,2.552477560149847,pass,NGC 4808 TR1
0.0401,17.361187932270052,NGC4808,True,WALLABY J130237+044721,9.866612457062702,0.1358612618118785,45,,False,1024,17,4.705738568305674,2.8037936113907893,pass,NGC 4808 TR1
0.0378,27.960366776800253,NGC4808,True,WALLABY J130241+055729,8.38934127453834,0.1654445288101531,50,,False,1024,15,10.211716661358475,6.084389415359874,pass,NGC 4808 TR1
0.0267,30.75640345448028,NGC4808,True,WALLABY J130242+032114,10.93650437765645,0.14117477748427382,51,,False,1024,13,6.3623228137152745,3.7908268382881403,pass,NGC 4808 TR1
,,NGC4808,False,WALLABY J130305+070136,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,1,,,frame_nonconverged_after_registered_ladder,NGC 4808 TR1
0.0305,141.32484303084084,NGC4808,True,WALLABY J130315+074816,10.104432324726131,0.12780777816638494,67,,False,1792,7,23.10226791196082,13.76489370158878,pass,NGC 4808 TR1
0.045,27.960366776800253,NGC4808,True,WALLABY J130316+044405,10.294823211551146,0.13966431871584126,50,,False,1024,8,7.902063857297477,4.708242040711161,pass,NGC 4808 TR1
0.0325,11.857924958862132,NGC4808,True,WALLABY J130322+073646,8.214463956894049,0.16123263500927937,41,,False,1024,0,3.7700061359644357,2.2462614455709256,pass,NGC 4808 TR1
0.0329,45.03045029770459,NGC4808,True,WALLABY J130330+081941,9.208110292965268,0.14152288588165787,55,,False,2048,11,16.045376529006848,9.560225998824933,pass,NGC 4808 TR1
0.0313,27.960366776800253,NGC4808,True,WALLABY J130331+075810,10.242507175840183,0.13956511930919543,50,,False,1280,19,5.420940553593096,3.229928367517901,pass,NGC 4808 TR1
0.0312,27.960366776800253,NGC4808,True,WALLABY J130338+075404,10.653422928420325,0.13015516144436487,50,,False,1024,19,7.640101820081818,4.552158680849409,pass,NGC 4808 TR1
0.0445,19.09730672549706,NGC4808,True,WALLABY J130339+043644,9.317253096684746,0.16189789818740039,46,,False,1280,2,7.234763591895124,4.31064829557284,pass,NGC 4808 TR1
0.0363,14.348089200223182,NGC4808,True,WALLABY J130342+055733,10.217145611944531,0.14916552441381137,43,,False,1024,16,5.066407235930886,3.018688784898165,pass,NGC 4808 TR1
0.0344,21.007037398046766,NGC4808,True,WALLABY J130344+061920,9.640622241982907,0.16266062667959794,47,,False,1280,18,8.411545137898962,5.011803392226695,pass,NGC 4808 TR1
0.0386,49.53349532747505,NGC4808,True,WALLABY J130358+054204,10.738819375809504,0.1254016516730755,56,,False,1024,20,16.368619393281378,9.752821967475802,pass,NGC 4808 TR1
0.0381,15.7828981202455,NGC4808,True,WALLABY J130419+081330,9.895385998255936,0.15786833672651868,44,,False,1024,11,5.080051057766816,3.026818106139296,pass,NGC 4808 TR1
0.0359,30.75640345448028,NGC4808,True,WALLABY J130428+043155,9.384020951307262,0.17240499737093082,51,,False,1280,3,5.617967052982297,3.3473215529325846,pass,NGC 4808 TR1
0.033,27.960366776800253,NGC4808,True,WALLABY J130440+075733,10.26681259451995,0.13738139123979173,50,,False,1536,20,9.337182714859269,5.563320797427343,pass,NGC 4808 TR1
0.0311,14.348089200223182,NGC4808,True,WALLABY J130445+062514,9.229779820233148,0.16895088816939113,43,,False,1280,19,6.2131409082949265,3.7019406268505,pass,NGC 4808 TR1
0.0405,11.857924958862132,NGC4808,True,WALLABY J130504+071549,9.75186614580321,0.17416492915757362,41,,False,1536,10,3.7988723748092603,2.263460653491892,pass,NGC 4808 TR1
,,NGC4808,False,WALLABY J130512+034927,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,9,,,frame_nonconverged_after_registered_ladder,NGC 4808 TR1
0.0322,40.93677299791326,NGC4808,True,WALLABY J130522+043840,10.710419381919802,0.15255777027152437,54,,False,1280,18,5.241577360671964,3.123059410152088,pass,NGC 4808 TR1
0.0268,8.90903452957335,NGC4808,True,WALLABY J130535+041627,9.028759557336835,0.16176789589679175,38,,False,1536,0,6.5562196268728705,3.9063552804463804,pass,NGC 4808 TR1
0.0298,15.7828981202455,NGC4808,True,WALLABY J130535+051140,9.425672315539813,0.19253958986676933,44,,False,1024,6,3.9454711475444926,2.350807771583233,pass,NGC 4808 TR1
0.0404,19.09730672549706,NGC4808,True,WALLABY J130544+073310,10.62294935820752,0.14622033564068257,46,,False,1024,4,6.362491794759208,3.7909275213083613,pass,NGC 4808 TR1
0.0282,19.09730672549706,NGC4808,True,WALLABY J130609+040911,9.958219860759279,0.14166171234349814,46,,False,1280,19,6.390274866244613,3.8074813517443005,pass,NGC 4808 TR1
0.0313,14.348089200223182,NGC4808,True,WALLABY J130623+052247,9.395631144537141,0.15087467713339345,43,,False,1024,7,4.995163415668265,2.976239982185495,pass,NGC 4808 TR1
,,NGC4808,False,WALLABY J130656+074407,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,13,,,frame_nonconverged_after_registered_ladder,NGC 4808 TR1
0.0423,13.043717454748347,NGC4808,True,WALLABY J130721+070242,9.644443099414321,0.17336563296402818,42,,False,1024,18,4.450362738220906,2.651634474094495,pass,NGC 4808 TR1
0.0285,59.93552934624482,NGC4808,True,WALLABY J130727+044550,10.860949904843114,0.13371849370975683,58,,False,1792,1,8.849940762627094,5.273010179223572,pass,NGC 4808 TR1
0.0338,30.75640345448028,NGC4808,True,WALLABY J130739+075909,9.06931024591784,0.1295254197790159,51,,False,1024,4,10.113024707438877,6.0255863463243005,pass,NGC 4808 TR1
0.0368,45.03045029770459,NGC4808,True,WALLABY J130802+062900,10.535322421439327,0.13718427099545852,55,,False,2048,17,8.06778220263391,4.806981065669754,pass,NGC 4808 TR1
0.0271,1.2038829224255923,NGC4808,True,WALLABY J130810+044441,8.387829850383294,0.4569678174947546,17,,False,1536,1,0.7183094726558651,0.42798627276039897,pass,NGC 4808 TR1
0.0284,8.099122299612137,NGC4808,True,WALLABY J130813+034746,7.951308650569029,0.1625314283872626,37,,False,1024,8,3.8098279294957837,2.2699882397131503,pass,NGC 4808 TR1
0.0315,11.857924958862132,NGC4808,True,WALLABY J130813+053320,9.775022721539344,0.18322995715494475,41,,False,1536,7,2.406991683577757,1.4341442490112628,pass,NGC 4808 TR1
0.0384,8.099122299612137,NGC4808,True,WALLABY J130813+064248,8.818019823981052,0.2185041903569694,37,,False,1024,10,2.717137534698111,1.6189366983469482,pass,NGC 4808 TR1
0.0377,27.960366776800253,NGC4808,True,WALLABY J130826+064302,10.685829187037347,0.1305195299218997,50,,False,1280,0,6.088725843263836,3.627811101924397,pass,NGC 4808 TR1
0.036,37.21524817992115,NGC4808,True,WALLABY J130852+055946,8.116244084911507,0.15229581764746655,53,,False,2048,2,14.7172993969008,8.768925308320602,pass,NGC 4808 TR1
0.0338,19.09730672549706,NGC4808,True,WALLABY J130901+072007,8.9609659072018,0.1666991912947286,46,,False,1280,21,7.9377731035158225,4.729518479034557,pass,NGC 4808 TR1
0.0336,13.043717454748347,NGC4808,True,WALLABY J130904+081148,8.842158715944203,0.16300917614087915,42,,False,1024,22,4.224715548456176,2.5171883845153133,pass,NGC 4808 TR1
0.0338,40.93677299791326,NGC4808,True,WALLABY J130905+055109,9.41789515325229,0.16510941946348182,54,,False,1024,18,7.781650799675562,4.636497009237831,pass,NGC 4808 TR1
0.0287,21.007037398046766,NGC4808,True,WALLABY J130906+051433,8.294377219080909,0.18180731885873638,47,,False,1792,15,8.199333945241197,4.885362796855139,pass,NGC 4808 TR1
0.0313,25.41851525163659,NGC4808,True,WALLABY J131041+053553,10.596151942873915,0.1325427478989278,49,,False,1280,2,6.360426979897384,3.7896972543408594,pass,NGC 4808 TR1
0.0333,9.799937982530686,NGC4808,True,WALLABY J131113+065134,8.206488385537726,0.1935451254294802,39,,False,1024,10,4.560710365182526,2.71738227691358,pass,NGC 4808 TR1
,,NGC4808,False,WALLABY J131122+032431,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,16,,,frame_nonconverged_after_registered_ladder,NGC 4808 TR1
0.0289,30.75640345448028,NGC4808,True,WALLABY J131145+075645,10.54940007640353,0.15460564863599213,51,,False,2048,3,5.475600306241045,3.262495978967192,pass,NGC 4808 TR1
0.0421,59.93552934624482,NGC4808,True,WALLABY J131208+025916,8.763940351895672,0.15662948709130675,58,,False,1024,23,23.111459548998415,13.77037030272804,pass,NGC 4808 TR1
0.074,59.93552934624482,NGC5044,True,WALLABY J125700-171910,9.499893341273582,0.154380965513231,58,,False,1024,18,14.722051641048914,8.771756811088732,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J125724-153912,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,20,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0546,106.17944630416288,NGC5044,True,WALLABY J125757-130339,10.881296270564114,0.13828414323788163,64,,False,1280,8,21.963639239669234,13.086471016015112,pass,NGC 5044 TR3
0.0664,23.107741137851445,NGC5044,True,WALLABY J125832-161038,8.909673038254649,0.153094004902757,48,,False,1280,19,9.994350783495685,5.954877533040098,pass,NGC 5044 TR3
0.0662,27.960366776800253,NGC5044,True,WALLABY J125836-161333,9.640706569191925,0.15126480341129978,50,,False,1024,19,9.733649603012125,5.799545422317886,pass,NGC 5044 TR3
0.043,49.53349532747505,NGC5044,True,WALLABY J125848-114647,9.268434812323429,0.17293363992811894,56,,False,1792,21,7.905046659127746,4.7100192666650385,pass,NGC 5044 TR3
0.0455,0.7475165770008207,NGC5044,True,WALLABY J125855-142319,9.414995395736463,0.21390171619734485,12,,False,2560,21,0.5677806928314271,0.33829756075994205,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J125859-135141,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,13,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
,,NGC5044,False,WALLABY J125907-121329,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,15,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0664,19.09730672549706,NGC5044,True,WALLABY J125910-161749,10.008781955919003,0.16723765278674213,46,,False,2048,19,6.8210407913904545,4.064142177966872,pass,NGC 5044 TR3
0.046,25.41851525163659,NGC5044,True,WALLABY J125912-124101,8.535059703018295,0.1887861192929724,49,,False,1280,19,8.899331420728924,5.30243833585365,pass,NGC 5044 TR3
0.0826,19.09730672549706,NGC5044,True,WALLABY J125912-182326,9.7538169192235,0.151666950885026,46,,False,1024,10,3.9278497107120587,2.3403084904826907,pass,NGC 5044 TR3
0.0512,11.857924958862132,NGC5044,True,WALLABY J125930-135159,9.901749123875188,0.14972573667078207,41,,False,1280,13,3.9051009061963304,2.326754198878484,pass,NGC 5044 TR3
0.0481,49.53349532747505,NGC5044,True,WALLABY J125931-140755,10.185514875067767,0.1430279433505648,56,,False,1280,10,14.714145630915684,8.767046217760738,pass,NGC 5044 TR3
0.0571,54.48684486022256,NGC5044,True,WALLABY J125932-151419,8.236479421621603,0.22537283698745797,57,,False,1024,14,6.9962457036231855,4.1685335304553055,pass,NGC 5044 TR3
0.0613,45.03045029770459,NGC5044,True,WALLABY J125942-164952,7.397403127055152,0.19080343418298432,55,,False,1536,8,16.349353507487717,9.74134288364614,pass,NGC 5044 TR3
0.0554,13.043717454748347,NGC5044,True,WALLABY J125943-150804,9.281203320609148,0.19324750195259638,42,,False,1024,14,5.096013055850465,3.03632865323033,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J125956-192430,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,14,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.1007,11.857924958862132,NGC5044,True,WALLABY J130003-183028,9.316828272149248,0.17870288010587757,41,,False,1792,20,5.818994517413364,3.467098610732218,pass,NGC 5044 TR3
0.0597,128.4771300280371,NGC5044,True,WALLABY J130004-152151,9.385443499268764,0.15440734090561745,66,,False,1024,19,26.310379600887945,15.676364754958549,pass,NGC 5044 TR3
0.0478,65.92908228086931,NGC5044,True,WALLABY J130010-130042,10.019777313131375,0.1473075253416704,59,,False,2304,14,10.230312276671084,6.095469135717597,pass,NGC 5044 TR3
0.0641,65.92908228086931,NGC5044,True,WALLABY J130016-170140,9.887879820724148,0.12405495049378934,59,,False,1792,21,9.747612775150479,5.8078650202445425,pass,NGC 5044 TR3
0.0417,37.21524817992115,NGC5044,True,WALLABY J130018-115758,11.064586350204529,0.17044314263079052,53,,False,1280,5,8.819580779877061,5.254920962315135,pass,NGC 5044 TR3
0.0564,155.45732733392492,NGC5044,True,WALLABY J130026-151708,11.190866936719308,0.12279946732842917,68,,False,1536,19,21.46605131735464,12.789996016938996,pass,NGC 5044 TR3
0.0484,9.799937982530686,NGC5044,True,WALLABY J130029-133942,8.144738371598693,0.15282532290854964,39,,False,1280,10,4.724718988566757,2.8151026079058035,pass,NGC 5044 TR3
0.0591,87.75160851583708,NGC5044,True,WALLABY J130043-154253,8.850904453449546,0.17043046178793614,62,,False,1536,9,37.85844973098497,22.556986103695493,pass,NGC 5044 TR3
0.1015,19.09730672549706,NGC5044,True,WALLABY J130043-185429,9.24151244717102,0.17286005802637508,46,,False,1024,0,8.228720664974357,4.902872119961721,pass,NGC 5044 TR3
0.0845,19.09730672549706,NGC5044,True,WALLABY J130057-172247,8.573276974352169,0.1663453846550751,46,,False,1280,9,5.072129086927332,3.022098003033915,pass,NGC 5044 TR3
0.0941,87.75160851583708,NGC5044,True,WALLABY J130108-181149,10.80901555603303,0.136887488087707,62,,False,1024,16,20.7353196738204,12.354608312321973,pass,NGC 5044 TR3
0.048,23.107741137851445,NGC5044,True,WALLABY J130121-133904,9.457899776187425,0.18436220384747884,48,,False,1536,14,7.404237188611124,4.411624790733902,pass,NGC 5044 TR3
0.0936,9.799937982530686,NGC5044,True,WALLABY J130121-194538,9.23912482061176,0.1749525789023677,39,,False,1280,16,3.9542158542208172,2.3560180807316637,pass,NGC 5044 TR3
0.0544,3.1225622528845345,NGC5044,True,WALLABY J130130-151321,7.973858869502048,0.2014138249171248,27,,False,2048,18,1.8103581606832284,1.0786554696089736,pass,NGC 5044 TR3
0.1112,37.21524817992115,NGC5044,True,WALLABY J130132-190935,10.712422089913117,0.14808503135239717,53,,False,1280,12,6.888229429793477,4.104174804594549,pass,NGC 5044 TR3
0.0962,2.8386929571677584,NGC5044,True,WALLABY J130133-192537,8.278745771330914,0.14513131096037823,26,,False,1536,0,1.8979930402769782,1.1308704645504428,pass,NGC 5044 TR3
0.0475,65.92908228086931,NGC5044,True,WALLABY J130148-114530,9.889281731458027,0.15602343582948391,59,,False,1024,8,15.438046570584836,9.198364022705213,pass,NGC 5044 TR3
0.0489,30.75640345448028,NGC5044,True,WALLABY J130152-133135,10.196354726096567,0.1516258915775801,51,,False,2304,23,11.326812936744034,6.7487909259047765,pass,NGC 5044 TR3
0.1048,17.361187932270052,NGC5044,True,WALLABY J130153-191443,9.36642835996212,0.1574162561061864,45,,False,1024,12,6.865308243579574,4.090517803777527,pass,NGC 5044 TR3
0.074,15.7828981202455,NGC5044,True,WALLABY J130158-164401,9.113734457439968,0.15635733964582924,44,,False,2048,16,6.886082720606311,4.102895742994096,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130201-164147,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,16,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
,,NGC5044,False,WALLABY J130203-145302,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/195/1953m150/legacysurvey-1953m150-image-r.fits.fz,False,,10,,,no_dr10_imaging_coverage,NGC 5044 TR3
,,NGC5044,False,WALLABY J130213-171416,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,8,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0806,13.043717454748347,NGC5044,True,WALLABY J130215-170254,8.303232137846349,0.16245299961282175,42,,False,1024,5,5.2153628023147585,3.1074401380271115,pass,NGC 5044 TR3
